,Name,Category,Open_for_UG,Open_for_PG,CTC_UG,CTC_PG,CGPA_Requirement,Total_vacancies,Sector,Name_of_post
337,CloudXLab.com,B,"['Applied Mathematics', 'Architecture and Planning', 'B. Tech. (Chemical Engineering) and M. Tech. (Hydrocarbon Engineering)', 'B. Tech. (Computer Science & Engineering) and M. Tech. (Information Technology)', 'B. Tech. (Electrical Engineering) and M.Tech. (Power Electronics)', 'B. Tech. (Electronics & Communication Engineering) and M. Tech. (Wireless Communication)', 'B. Tech. (Process Engineering) and M.B.A.', 'B.Tech. (Chemical Engineering) with M.Tech. (Computer Aided Process Plant Design)', 'B.Tech. (Mechanical Engineering) and M.Tech. (Thermal Engineering)', 'Chemical Engineering', 'Chemistry', 'Civil Engineering', 'Civil Engineering with specialisation in Structures', 'Civil Engineering with specialisation in Structures', 'Computer Science and Engineering', 'Electrical Engineering', 'Electronics & Communication Engineering', 'Geological Technology', 'Geophysical Technology', 'Mechanical Engineering', 'Metallurgical & Materials Engineering', 'Metallurgy Dual', 'Physics', 'Polymer Science and Technology', 'Polymer Science and Technology', 'Production and Industrial Engineering', 'Pulp & Paper Technology']","['Communication Systems', 'Computer Science & Engineering', 'Electric Drives and Power Electronics', 'Instrumentation and Signal Processing', 'Micro Electronic and VLSI', 'Power System Engineering', 'RF and Microwave Engineering', 'System and Control', 'System Modelling and Control']",5.0 Lacs INR,5.0 Lacs INR,-,-,IT,Engineer
338,Thermo Fisher,B,"['B. Tech. (Chemical Engineering) and M. Tech. (Hydrocarbon Engineering)', 'B.Tech. (Chemical Engineering) with M.Tech. (Computer Aided Process Plant Design)', 'Biotechnology', 'Chemical Engineering', 'Chemistry', 'Physics']","['Biotechnology', 'Chemistry', 'Environmental Engineering', 'Environmental Management of Rivers and Lakes', 'Physics']",5.0 Lacs INR,5.0 Lacs INR,-,-,Core Engineering,Graduate Structureal Engineer
339,General Electric-(P.G),A,"['B. Tech. (Chemical Engineering) and M. Tech. (Hydrocarbon Engineering)', 'B.Tech. (Chemical Engineering) with M.Tech. (Computer Aided Process Plant Design)']","['Biotechnology', 'CAD,CAM & Robotics', 'Computer Aided Process Plant Design', 'Industrial Pollution Abatement', 'Machine Design Engineering', 'Production & Industrial Systems Engineering', 'System and Control', 'System Modelling and Control']",-,8.5 Thousands INR,-,-,Core Engineering,PGET (Post Graduate Engineer Trainee)
340,Doubtnut,B,"['Applied Mathematics', 'B. Tech. (Chemical Engineering) and M. Tech. (Hydrocarbon Engineering)', 'B. Tech. (Computer Science & Engineering) and M. Tech. (Information Technology)', 'B. Tech. (Electrical Engineering) and M.Tech. (Power Electronics)', 'B. Tech. (Electronics & Communication Engineering) and M. Tech. (Wireless Communication)', 'B. Tech. (Process Engineering) and M.B.A.', 'B.Tech. (Chemical Engineering) with M.Tech. (Computer Aided Process Plant Design)', 'B.Tech. (Mechanical Engineering) and M.Tech. (Thermal Engineering)', 'Biotechnology', 'Chemical Engineering', 'Chemistry', 'Civil Engineering', 'Civil Engineering with specialisation in Structures', 'Civil Engineering with specialisation in Structures', 'Computer Science and Engineering', 'Electrical Engineering', 'Electronics & Communication Engineering', 'Engineering Physics', 'Geological Technology', 'Geophysical Technology', 'Mechanical Engineering', 'Metallurgical & Materials Engineering', 'Metallurgy Dual', 'Physics', 'Polymer Science and Technology', 'Polymer Science and Technology', 'Production and Industrial Engineering', 'Pulp & Paper Technology']",NA,5.0 Lacs INR,-,-,-,Consultancy,-
341,HCL technologies,A,"['B. Tech. (Computer Science & Engineering) and M. Tech. (Information Technology)', 'B. Tech. (Electrical Engineering) and M.Tech. (Power Electronics)', 'B. Tech. (Electronics & Communication Engineering) and M. Tech. (Wireless Communication)', 'Computer Science and Engineering', 'Electrical Engineering', 'Electronics & Communication Engineering']","['Computer Science & Engineering', 'Information Technology']",7.25 Lacs INR,9.75 Lacs INR,-,-,IT,-
342,Havells India Limited,B,NA,"['Advanced Chemical Analysis', 'Chemistry']",40.0 Thousands INR,-,-,-,Construction / Infrastructure,GRADUATE ENGINEER TRAINEE / POST GRADUATE ENGINEER TRAINEE
343,HCL Technologies,A,"['B. Tech. (Computer Science & Engineering) and M. Tech. (Information Technology)', 'B. Tech. (Electronics & Communication Engineering) and M. Tech. (Wireless Communication)', 'Computer Science and Engineering', 'Electronics & Communication Engineering']","['Computer Science & Engineering', 'Information Technology']",7.0 Lacs INR,-,5.5,-,Core Engineering,Engineer
344,BRIDGECON INFRA CONSULTANT,B,"['Civil Engineering', 'Civil Engineering with specialisation in Structures', 'Civil Engineering with specialisation in Structures']","['Building Technology', 'Environmental Engineering', 'Geomatics Engineering', 'Geotechnical Engineering', 'Hydraulics Engineering', 'Seismic Vulnerability & Risk Assessment', 'Soil Dynamics', 'Structural Dynamics', 'Structural Engineering', 'Transportation Engineering']",4.2 Lacs INR,4.8 Lacs INR,-,-,Core Engineering,Graduate Engineer / Assistant Design Engineer
345,Techture,A,"['Architecture and Planning', 'Civil Engineering', 'Civil Engineering with specialisation in Structures', 'Civil Engineering with specialisation in Structures', 'Mechanical Engineering']","['Architecture and Planning', 'Disaster Mitigation and Management', 'Geomatics Engineering', 'Master of Urban and Rural Planning']",0.0 Lacs INR,0.0 Lacs INR,-,-,Academics,Assistant Professor
346,Neotech Systems Pvt. Ltd.,C,"['B. Tech. (Computer Science & Engineering) and M. Tech. (Information Technology)', 'B. Tech. (Electrical Engineering) and M.Tech. (Power Electronics)', 'B. Tech. (Electronics & Communication Engineering) and M. Tech. (Wireless Communication)', 'Computer Science and Engineering', 'Electrical Engineering', 'Electronics & Communication Engineering']","['Communication Systems', 'Computer Science & Engineering', 'Control & Guidance', 'Electric Drives and Power Electronics', 'Information Technology', 'Instrumentation and Signal Processing', 'Micro Electronic and VLSI', 'Power System Engineering', 'RF and Microwave Engineering', 'Semiconductor Design and VLSI Technology', 'System and Control', 'System Modelling and Control']",3.5 Lacs INR,3.5 Lacs INR,-,-,Core Engineering,-
347,AFFLATUS GRAVURES PVT. LTD.,B,['Pulp & Paper Technology'],['Packaging Technology'],5.0 Lacs INR,5.0 Lacs INR,-,-,Consultancy,Analyst
348,G.Pulla Reddy Engg. College (Autonomous),U,NA,NA,-,-,-,-,Core Engineering,Junior Engineer
349,Accenture,A,['Metallurgy Dual'],"['Advanced Chemical Analysis', 'Alternate Hydro Energy Systems', 'Building Technology', 'CAD,CAM & Robotics', 'Communication Systems', 'Computer Aided Process Plant Design', 'Computer Science & Engineering', 'Control & Guidance', 'Corrosion Engineering', 'Disaster Mitigation and Management', 'Electric Drives and Power Electronics', 'Environmental Engineering', 'Environmental Management of Rivers and Lakes', 'Geological Technology', 'Geomatics Engineering', 'Geophysical Technology', 'Geophysical Technology', 'Geotechnical Engineering', 'Ground Water Hydrology', 'Hydraulics Engineering', 'Hydrology', 'Industrial Metallurgy', 'Industrial Pollution Abatement', 'Industrial Safety and Hazards Management', 'Information Technology', 'Infrastructure Systems', 'Instrumentation and Signal Processing', 'Irrigation Water Management', 'M.Tech. Bioprocess Engineering', 'Machine Design Engineering', 'Materials Engineering', 'Micro Electronic and VLSI', 'Nanotechnology', 'Packaging Technology', 'Power System Engineering', 'Production & Industrial Systems Engineering', 'Pulp & Paper Engineering', 'RF and Microwave Engineering', 'Seismic Vulnerability & Risk Assessment', 'Semiconductor Design and VLSI Technology', 'Soil Dynamics', 'Solid State Electronic Materials', 'Structural Dynamics', 'Structural Engineering', 'Surface Water Hydrology', 'System and Control', 'System Modelling and Control', 'Thermal Engineering', 'Thermal Systems Engineering', 'Transportation Engineering', 'Water Resources Development', 'Watershed Management', 'Welding Engineering']",-,0.0 Lacs INR,6,-,IT,Embedded Firmware Developer
350,"SRM University, Kattankulathur",U,NA,NA,-,-,-,-,Core Engineering,-
351,"GLA University, Mathura",U,NA,['Computer Science & Engineering'],-,6.0 Lacs INR,-,-,Academics,Assistant Professor
352,"Siddhant Group of Institutions, Sudumbare, Pune",U,NA,"['Building Technology', 'CAD,CAM & Robotics', 'Communication Systems', 'Computer Science & Engineering', 'Control & Guidance', 'Disaster Mitigation and Management', 'Electric Drives and Power Electronics', 'Environmental Engineering', 'Geomatics Engineering', 'Geotechnical Engineering', 'Hydraulics Engineering', 'Industrial Metallurgy', 'Instrumentation and Signal Processing', 'Machine Design Engineering', 'Management and Business Administration', 'Materials Engineering', 'Micro Electronic and VLSI', 'Power System Engineering', 'Production & Industrial Systems Engineering', 'RF and Microwave Engineering', 'Seismic Vulnerability & Risk Assessment', 'Semiconductor Design and VLSI Technology', 'Soil Dynamics', 'Solid State Electronic Materials', 'Structural Dynamics', 'Structural Engineering', 'System and Control', 'Thermal Engineering', 'Thermal Systems Engineering', 'Transportation Engineering', 'Welding Engineering']",-,-,-,-,Core Engineering,-
353,Avinex Software Pvt. Ltd.,B,NA,['Computer Aided Process Plant Design'],-,4.5 Lacs INR,-,-,Core Engineering,-
354,Uflex Chemicals,C,NA,"['Packaging Technology', 'Pulp & Paper Engineering']",-,3.75 Lacs INR,-,-,IT,Software Engineer
355,XLPAT TT Consultants Pvt. Ltd,A,"['Applied Mathematics', 'Architecture and Planning', 'B. Tech. (Chemical Engineering) and M. Tech. (Hydrocarbon Engineering)', 'B. Tech. (Computer Science & Engineering) and M. Tech. (Information Technology)', 'B. Tech. (Electrical Engineering) and M.Tech. (Power Electronics)', 'B. Tech. (Electronics & Communication Engineering) and M. Tech. (Wireless Communication)', 'B. Tech. (Process Engineering) and M.B.A.', 'B.Tech. (Chemical Engineering) with M.Tech. (Computer Aided Process Plant Design)', 'B.Tech. (Mechanical Engineering) and M.Tech. (Thermal Engineering)', 'Biotechnology', 'Chemical Engineering', 'Chemistry', 'Civil Engineering', 'Civil Engineering with specialisation in Structures', 'Civil Engineering with specialisation in Structures', 'Computer Science and Engineering', 'Electrical Engineering', 'Electronics & Communication Engineering', 'Engineering Physics', 'Geological Technology', 'Geophysical Technology', 'Mechanical Engineering', 'Metallurgical & Materials Engineering', 'Metallurgy Dual', 'Physics', 'Polymer Science and Technology', 'Polymer Science and Technology', 'Production and Industrial Engineering', 'Pulp & Paper Technology']",NA,10.0 Lacs INR,-,-,-,Pharmaceuticals,Management Trainee
356,Pyramid E & C,B,"['B. Tech. (Electronics & Communication Engineering) and M. Tech. (Wireless Communication)', 'Electronics & Communication Engineering']",NA,4.5 Lacs INR,5.0 Lacs INR,-,-,Core Engineering,Edison Engineer
357,Teerthanker Mahaveer University,U,"['Architecture and Planning', 'B. Tech. (Computer Science & Engineering) and M. Tech. (Information Technology)', 'B. Tech. (Electrical Engineering) and M.Tech. (Power Electronics)', 'B. Tech. (Electronics & Communication Engineering) and M. Tech. (Wireless Communication)', 'Civil Engineering', 'Electrical Engineering', 'Electronics & Communication Engineering', 'Mechanical Engineering']","['Architecture and Planning', 'Building Technology', 'CAD,CAM & Robotics', 'Computer Science & Engineering', 'Geomatics Engineering', 'Management and Business Administration', 'Master of Urban and Rural Planning', 'Power System Engineering', 'RF and Microwave Engineering', 'Structural Dynamics', 'Structural Engineering']",3.0 Lacs INR,4.2 Lacs INR,-,-,IT,Software engineer
358,Indian Oil Corporation Ltd. R & D Centre,A,NA,['Instrumentation and Signal Processing'],-,12.0 Lacs INR,-,-,IT,Java Developer
359,Knowledge Podium Systems Pvt Ltd (for UG),B,"['B. Tech. (Electrical Engineering) and M.Tech. (Power Electronics)', 'B. Tech. (Electronics & Communication Engineering) and M. Tech. (Wireless Communication)', 'B. Tech. (Process Engineering) and M.B.A.', 'Computer Science and Engineering', 'Electrical Engineering', 'Electronics & Communication Engineering', 'Mechanical Engineering', 'Production and Industrial Engineering']",NA,4.5 Lacs INR,-,-,-,Construction / Infrastructure,Design Engineer
360,Knowledge Podium Systems Pvt Ltd (for PG),C,NA,"['CAD,CAM & Robotics', 'Communication Systems', 'Computer Science & Engineering', 'Electric Drives and Power Electronics', 'Infrastructure Systems', 'Instrumentation and Signal Processing', 'Machine Design Engineering', 'Management and Business Administration', 'Micro Electronic and VLSI', 'Power System Engineering', 'Production & Industrial Systems Engineering', 'RF and Microwave Engineering', 'System and Control', 'System Modelling and Control', 'Thermal Engineering', 'Welding Engineering']",-,3.5 Lacs INR,-,-,Core Engineering,Sr. BIM Engineer/ Architect
361,Innominds Software Private Limited,B,"['Applied Mathematics', 'B. Tech. (Chemical Engineering) and M. Tech. (Hydrocarbon Engineering)', 'B. Tech. (Computer Science & Engineering) and M. Tech. (Information Technology)', 'B. Tech. (Electrical Engineering) and M.Tech. (Power Electronics)', 'B. Tech. (Electronics & Communication Engineering) and M. Tech. (Wireless Communication)', 'B. Tech. (Process Engineering) and M.B.A.', 'B.Tech. (Chemical Engineering) with M.Tech. (Computer Aided Process Plant Design)', 'Civil Engineering with specialisation in Structures', 'Civil Engineering with specialisation in Structures', 'Computer Science and Engineering', 'Electrical Engineering', 'Electronics & Communication Engineering', 'Geological Technology', 'Geophysical Technology', 'Metallurgy Dual', 'Polymer Science and Technology']","['Communication Systems', 'Computer Science & Engineering', 'Control & Guidance', 'Micro Electronic and VLSI', 'RF and Microwave Engineering']",0.0 Lacs INR,-,-,-,R&D,GET Process and Development
362,TCY Learning Solutions P Ltd,B,"['Applied Mathematics', 'Architecture and Planning', 'B. Tech. (Chemical Engineering) and M. Tech. (Hydrocarbon Engineering)', 'B. Tech. (Computer Science & Engineering) and M. Tech. (Information Technology)', 'B. Tech. (Electrical Engineering) and M.Tech. (Power Electronics)', 'B. Tech. (Electronics & Communication Engineering) and M. Tech. (Wireless Communication)', 'B. Tech. (Process Engineering) and M.B.A.', 'B.Tech. (Chemical Engineering) with M.Tech. (Computer Aided Process Plant Design)', 'B.Tech. (Mechanical Engineering) and M.Tech. (Thermal Engineering)', 'Biotechnology', 'Chemical Engineering', 'Chemistry', 'Civil Engineering', 'Civil Engineering with specialisation in Structures', 'Civil Engineering with specialisation in Structures', 'Computer Science and Engineering', 'Electrical Engineering', 'Electronics & Communication Engineering', 'Engineering Physics', 'Geological Technology', 'Geophysical Technology', 'Mechanical Engineering', 'Metallurgical & Materials Engineering', 'Metallurgy Dual', 'Physics', 'Polymer Science and Technology', 'Polymer Science and Technology', 'Production and Industrial Engineering', 'Pulp & Paper Technology']","['Advanced Chemical Analysis', 'Alternate Hydro Energy Systems', 'Applied Geology', 'Applied Mathematics', 'Architecture and Planning', 'Biotechnology', 'Building Technology', 'CAD,CAM & Robotics', 'Chemistry', 'Communication Systems', 'Computer Aided Process Plant Design', 'Computer Science & Engineering', 'Control & Guidance', 'Corrosion Engineering', 'Disaster Mitigation and Management', 'Electric Drives and Power Electronics', 'Environmental Engineering', 'Environmental Management of Rivers and Lakes', 'Geological Technology', 'Geomatics Engineering', 'Geophysical Technology', 'Geophysical Technology', 'Geotechnical Engineering', 'Ground Water Hydrology', 'Hydraulics Engineering', 'Hydroelectric System Engineering and Management', 'Hydrology', 'Hydrology', 'Industrial Metallurgy', 'Industrial Pollution Abatement', 'Industrial Safety and Hazards Management', 'Information Technology', 'Infrastructure Systems', 'Instrumentation and Signal Processing', 'Irrigation Water Management', 'M.sc Industrial Mathematics and Informatics', 'M.Sc. Economics', 'M.Sc. Mathematics', 'M.Tech. Bioprocess Engineering', 'Machine Design Engineering', 'Management and Business Administration', 'Master of Computer Application', 'Master of Urban and Rural Planning', 'Materials Engineering', 'Micro Electronic and VLSI', 'Nanotechnology', 'Packaging Technology', 'Physics', 'Power System Engineering', 'Production & Industrial Systems Engineering', 'Pulp & Paper Engineering', 'RF and Microwave Engineering', 'Seismic Vulnerability & Risk Assessment', 'Semiconductor Design and VLSI Technology', 'Soil Dynamics', 'Solid State Electronic Materials', 'Structural Dynamics', 'Structural Engineering', 'Surface Water Hydrology', 'System and Control', 'System Modelling and Control', 'Thermal Engineering', 'Thermal Systems Engineering', 'Transportation Engineering', 'Water Resources Development', 'Water Resources Development', 'Watershed Management', 'Welding Engineering']",0 Lacs INR,0.0 Thousands INR,-,-,Academics,-
